timestamp,instrument,epic,direction,size,open_level,current_price,profit_loss,currency,deal_id
2026-05-10 01:48:04.781024,Bitcoin ($0.1),CS.D.BITCOIN.CFBMU.IP,SELL,10.0,78714.0,80827.5,-21135.0,USD,DIAAAAXC5UQ2UAQ
2026-05-10 01:48:15.321202,Bitcoin ($0.1),CS.D.BITCOIN.CFBMU.IP,SELL,10.0,78714.0,80827.5,-21135.0,USD,DIAAAAXC5UQ2UAQ
2026-05-10 01:54:09.739546,Bitcoin ($0.1),CS.D.BITCOIN.CFBMU.IP,SELL,10.0,78714.0,80793.5,-20795.0,USD,DIAAAAXC5UQ2UAQ
2026-05-10 01:56:08.267924,Bitcoin ($0.1),CS.D.BITCOIN.CFBMU.IP,SELL,10.0,78714.0,80778.5,-20645.0,USD,DIAAAAXC5UQ2UAQ
2026-05-10 02:22:48.316793,Bitcoin ($0.1),CS.D.BITCOIN.CFBMU.IP,BUY,10.0,80857.0,80837.5,-195.0,USD,DIAAAAXE844UWA3
2026-05-10 02:30:09.176965,Bitcoin ($0.1),CS.D.BITCOIN.CFBMU.IP,BUY,10.0,80845.0,80838.5,-65.0,USD,DIAAAAXE868NLAY
2026-05-10 02:30:09.449792,Weekend Oil - US Crude ($1),IX.D.SUNCL.BMU.IP,BUY,10.0,9473.0,9425.5,-475.0,USD,DIAAAAXE84FF6A4
2026-05-10 02:30:40.019698,Bitcoin ($0.1),CS.D.BITCOIN.CFBMU.IP,BUY,10.0,80845.0,80840.5,-45.0,USD,DIAAAAXE868NLAY
2026-05-10 02:30:40.290096,Weekend Oil - US Crude ($1),IX.D.SUNCL.BMU.IP,BUY,10.0,9473.0,9425.5,-475.0,USD,DIAAAAXE84FF6A4
2026-05-10 02:31:10.902450,Bitcoin ($0.1),CS.D.BITCOIN.CFBMU.IP,BUY,10.0,80845.0,80831.5,-135.0,USD,DIAAAAXE868NLAY
2026-05-10 02:31:11.188892,Weekend Oil - US Crude ($1),IX.D.SUNCL.BMU.IP,BUY,10.0,9473.0,9425.5,-475.0,USD,DIAAAAXE84FF6A4
2026-05-10 02:31:41.742810,Bitcoin ($0.1),CS.D.BITCOIN.CFBMU.IP,BUY,10.0,80845.0,80831.5,-135.0,USD,DIAAAAXE868NLAY
2026-05-10 02:31:42.018588,Weekend Oil - US Crude ($1),IX.D.SUNCL.BMU.IP,BUY,10.0,9473.0,9425.5,-475.0,USD,DIAAAAXE84FF6A4
2026-05-10 02:32:12.956576,Bitcoin ($0.1),CS.D.BITCOIN.CFBMU.IP,BUY,10.0,80845.0,80838.5,-65.0,USD,DIAAAAXE868NLAY
2026-05-10 02:32:13.224123,Weekend Oil - US Crude ($1),IX.D.SUNCL.BMU.IP,BUY,10.0,9473.0,9425.5,-475.0,USD,DIAAAAXE84FF6A4
2026-05-10 02:32:43.839577,Bitcoin ($0.1),CS.D.BITCOIN.CFBMU.IP,BUY,10.0,80845.0,80845.5,5.0,USD,DIAAAAXE868NLAY
2026-05-10 02:32:44.112127,Weekend Oil - US Crude ($1),IX.D.SUNCL.BMU.IP,BUY,10.0,9473.0,9425.5,-475.0,USD,DIAAAAXE84FF6A4
2026-05-10 02:33:14.808336,Bitcoin ($0.1),CS.D.BITCOIN.CFBMU.IP,BUY,10.0,80845.0,80849.5,45.0,USD,DIAAAAXE868NLAY
2026-05-10 02:33:15.142088,Weekend Oil - US Crude ($1),IX.D.SUNCL.BMU.IP,BUY,10.0,9473.0,9433.5,-395.0,USD,DIAAAAXE84FF6A4
2026-05-10 02:33:45.895403,Bitcoin ($0.1),CS.D.BITCOIN.CFBMU.IP,BUY,10.0,80845.0,80849.5,45.0,USD,DIAAAAXE868NLAY
2026-05-10 02:33:46.243606,Weekend Oil - US Crude ($1),IX.D.SUNCL.BMU.IP,BUY,10.0,9473.0,9433.5,-395.0,USD,DIAAAAXE84FF6A4
2026-05-10 02:38:15.313400,Bitcoin ($0.1),CS.D.BITCOIN.CFBMU.IP,BUY,10.0,80845.0,80854.5,95.0,USD,DIAAAAXE868NLAY
2026-05-10 02:38:15.661721,Weekend Oil - US Crude ($1),IX.D.SUNCL.BMU.IP,BUY,10.0,9473.0,9433.5,-395.0,USD,DIAAAAXE84FF6A4
2026-05-10 02:38:49.591759,Bitcoin ($0.1),CS.D.BITCOIN.CFBMU.IP,BUY,10.0,80845.0,80863.5,185.0,USD,DIAAAAXE868NLAY
2026-05-10 02:38:49.865658,Weekend Oil - US Crude ($1),IX.D.SUNCL.BMU.IP,BUY,10.0,9473.0,9433.5,-395.0,USD,DIAAAAXE84FF6A4
2026-05-10 02:39:38.976651,Bitcoin ($0.1),CS.D.BITCOIN.CFBMU.IP,BUY,10.0,80845.0,80860.5,155.0,USD,DIAAAAXE868NLAY
2026-05-10 02:39:39.239826,Weekend Oil - US Crude ($1),IX.D.SUNCL.BMU.IP,BUY,10.0,9473.0,9433.5,-395.0,USD,DIAAAAXE84FF6A4
2026-05-10 02:40:13.019397,Bitcoin ($0.1),CS.D.BITCOIN.CFBMU.IP,BUY,10.0,80845.0,80860.5,155.0,USD,DIAAAAXE868NLAY
2026-05-10 02:40:13.312652,Weekend Oil - US Crude ($1),IX.D.SUNCL.BMU.IP,BUY,10.0,9473.0,9433.5,-395.0,USD,DIAAAAXE84FF6A4
2026-05-10 02:40:46.616605,Bitcoin ($0.1),CS.D.BITCOIN.CFBMU.IP,BUY,10.0,80845.0,80860.5,155.0,USD,DIAAAAXE868NLAY
2026-05-10 02:40:46.899035,Weekend Oil - US Crude ($1),IX.D.SUNCL.BMU.IP,BUY,10.0,9473.0,9433.5,-395.0,USD,DIAAAAXE84FF6A4
2026-05-10 02:41:20.308075,Bitcoin ($0.1),CS.D.BITCOIN.CFBMU.IP,BUY,10.0,80845.0,80860.5,155.0,USD,DIAAAAXE868NLAY
2026-05-10 02:41:20.652965,Weekend Oil - US Crude ($1),IX.D.SUNCL.BMU.IP,BUY,10.0,9473.0,9433.5,-395.0,USD,DIAAAAXE84FF6A4
2026-05-10 02:41:53.873426,Bitcoin ($0.1),CS.D.BITCOIN.CFBMU.IP,BUY,10.0,80845.0,80860.5,155.0,USD,DIAAAAXE868NLAY
2026-05-10 02:41:54.138872,Weekend Oil - US Crude ($1),IX.D.SUNCL.BMU.IP,BUY,10.0,9473.0,9433.5,-395.0,USD,DIAAAAXE84FF6A4
2026-05-10 02:42:27.388172,Bitcoin ($0.1),CS.D.BITCOIN.CFBMU.IP,BUY,10.0,80845.0,80864.5,195.0,USD,DIAAAAXE868NLAY
2026-05-10 02:42:27.663944,Weekend Oil - US Crude ($1),IX.D.SUNCL.BMU.IP,BUY,10.0,9473.0,9433.5,-395.0,USD,DIAAAAXE84FF6A4
2026-05-10 02:47:27.822430,Bitcoin ($0.1),CS.D.BITCOIN.CFBMU.IP,BUY,10.0,80845.0,80880.5,355.0,USD,DIAAAAXE868NLAY
2026-05-10 02:47:28.102702,Weekend Oil - US Crude ($1),IX.D.SUNCL.BMU.IP,BUY,10.0,9473.0,9433.5,-395.0,USD,DIAAAAXE84FF6A4
2026-05-10 02:48:02.230889,Bitcoin ($0.1),CS.D.BITCOIN.CFBMU.IP,BUY,10.0,80845.0,80863.5,185.0,USD,DIAAAAXE868NLAY
2026-05-10 02:48:02.580524,Weekend Oil - US Crude ($1),IX.D.SUNCL.BMU.IP,BUY,10.0,9473.0,9433.5,-395.0,USD,DIAAAAXE84FF6A4
2026-05-10 02:48:35.908480,Bitcoin ($0.1),CS.D.BITCOIN.CFBMU.IP,BUY,10.0,80845.0,80863.5,185.0,USD,DIAAAAXE868NLAY
2026-05-10 02:48:36.511710,Weekend Oil - US Crude ($1),IX.D.SUNCL.BMU.IP,BUY,10.0,9473.0,9433.5,-395.0,USD,DIAAAAXE84FF6A4
2026-05-10 02:49:09.726659,Bitcoin ($0.1),CS.D.BITCOIN.CFBMU.IP,BUY,10.0,80845.0,80863.5,185.0,USD,DIAAAAXE868NLAY
2026-05-10 02:49:10.013108,Weekend Oil - US Crude ($1),IX.D.SUNCL.BMU.IP,BUY,10.0,9473.0,9433.5,-395.0,USD,DIAAAAXE84FF6A4
2026-05-10 02:49:43.702419,Bitcoin ($0.1),CS.D.BITCOIN.CFBMU.IP,BUY,10.0,80845.0,80865.5,205.0,USD,DIAAAAXE868NLAY
2026-05-10 02:49:44.045239,Weekend Oil - US Crude ($1),IX.D.SUNCL.BMU.IP,BUY,10.0,9473.0,9433.5,-395.0,USD,DIAAAAXE84FF6A4
2026-05-10 02:50:18.093233,Bitcoin ($0.1),CS.D.BITCOIN.CFBMU.IP,BUY,10.0,80845.0,80865.5,205.0,USD,DIAAAAXE868NLAY
2026-05-10 02:50:18.428833,Weekend Oil - US Crude ($1),IX.D.SUNCL.BMU.IP,BUY,10.0,9473.0,9433.5,-395.0,USD,DIAAAAXE84FF6A4
2026-05-10 02:50:52.406492,Bitcoin ($0.1),CS.D.BITCOIN.CFBMU.IP,BUY,10.0,80845.0,80856.5,115.0,USD,DIAAAAXE868NLAY
2026-05-10 02:50:52.683804,Weekend Oil - US Crude ($1),IX.D.SUNCL.BMU.IP,BUY,10.0,9473.0,9433.5,-395.0,USD,DIAAAAXE84FF6A4
2026-05-10 02:51:26.132148,Bitcoin ($0.1),CS.D.BITCOIN.CFBMU.IP,BUY,10.0,80845.0,80828.5,-165.0,USD,DIAAAAXE868NLAY
2026-05-10 02:51:26.510167,Weekend Oil - US Crude ($1),IX.D.SUNCL.BMU.IP,BUY,10.0,9473.0,9433.5,-395.0,USD,DIAAAAXE84FF6A4
2026-05-10 02:56:28.843317,Bitcoin ($0.1),CS.D.BITCOIN.CFBMU.IP,BUY,10.0,80845.0,80783.5,-615.0,USD,DIAAAAXE868NLAY
2026-05-10 02:56:30.028867,Weekend Oil - US Crude ($1),IX.D.SUNCL.BMU.IP,BUY,10.0,9473.0,9433.5,-395.0,USD,DIAAAAXE84FF6A4
2026-05-10 02:57:03.185777,Weekend Oil - US Crude ($1),IX.D.SUNCL.BMU.IP,BUY,10.0,9473.0,9433.5,-395.0,USD,DIAAAAXE84FF6A4
2026-05-10 02:57:36.347454,Weekend Oil - US Crude ($1),IX.D.SUNCL.BMU.IP,BUY,10.0,9473.0,9433.5,-395.0,USD,DIAAAAXE84FF6A4
2026-05-10 02:58:09.769363,Weekend Oil - US Crude ($1),IX.D.SUNCL.BMU.IP,BUY,10.0,9473.0,9433.5,-395.0,USD,DIAAAAXE84FF6A4
2026-05-10 02:58:43.236386,Weekend Oil - US Crude ($1),IX.D.SUNCL.BMU.IP,BUY,10.0,9473.0,9433.5,-395.0,USD,DIAAAAXE84FF6A4
2026-05-10 02:59:23.236987,Weekend Oil - US Crude ($1),IX.D.SUNCL.BMU.IP,BUY,10.0,9473.0,9433.5,-395.0,USD,DIAAAAXE84FF6A4
2026-05-10 02:59:57.132448,Weekend Oil - US Crude ($1),IX.D.SUNCL.BMU.IP,BUY,10.0,9473.0,9433.5,-395.0,USD,DIAAAAXE84FF6A4
2026-05-10 03:00:31.662083,Weekend Oil - US Crude ($1),IX.D.SUNCL.BMU.IP,BUY,10.0,9473.0,9433.5,-395.0,USD,DIAAAAXE84FF6A4
2026-05-10 03:05:35.149271,Weekend Oil - US Crude ($1),IX.D.SUNCL.BMU.IP,BUY,10.0,9473.0,9433.5,-395.0,USD,DIAAAAXE84FF6A4
2026-05-10 03:06:08.412656,Weekend Oil - US Crude ($1),IX.D.SUNCL.BMU.IP,BUY,10.0,9473.0,9433.5,-395.0,USD,DIAAAAXE84FF6A4
2026-05-10 03:06:41.885869,Weekend Oil - US Crude ($1),IX.D.SUNCL.BMU.IP,BUY,10.0,9473.0,9433.5,-395.0,USD,DIAAAAXE84FF6A4
2026-05-10 03:07:15.518218,Weekend Oil - US Crude ($1),IX.D.SUNCL.BMU.IP,BUY,10.0,9473.0,9433.5,-395.0,USD,DIAAAAXE84FF6A4
2026-05-10 03:07:49.306229,Weekend Oil - US Crude ($1),IX.D.SUNCL.BMU.IP,BUY,10.0,9473.0,9433.5,-395.0,USD,DIAAAAXE84FF6A4
2026-05-10 03:08:23.786779,Weekend Oil - US Crude ($1),IX.D.SUNCL.BMU.IP,BUY,10.0,9473.0,9433.5,-395.0,USD,DIAAAAXE84FF6A4
2026-05-10 03:08:57.906549,Weekend Oil - US Crude ($1),IX.D.SUNCL.BMU.IP,BUY,10.0,9473.0,9433.5,-395.0,USD,DIAAAAXE84FF6A4
2026-05-10 03:09:31.579592,Weekend Oil - US Crude ($1),IX.D.SUNCL.BMU.IP,BUY,10.0,9473.0,9433.5,-395.0,USD,DIAAAAXE84FF6A4
2026-05-10 03:18:31.752526,Weekend Oil - US Crude ($1),IX.D.SUNCL.BMU.IP,BUY,10.0,9473.0,9433.5,-395.0,USD,DIAAAAXE84FF6A4
2026-05-10 03:18:32.049190,Weekend US Tech 100 ($1),IX.D.SUNNAS.BMU.IP,BUY,8.18,29278.7,29251.2,-224.95,USD,DIAAAAXE857EQAZ
2026-05-10 03:22:39.631674,Weekend Oil - US Crude ($1),IX.D.SUNCL.BMU.IP,BUY,10.0,9473.0,9433.5,-395.0,USD,DIAAAAXE84FF6A4
2026-05-10 03:22:39.971162,Weekend US Tech 100 ($1),IX.D.SUNNAS.BMU.IP,BUY,8.18,29278.7,29251.2,-224.95,USD,DIAAAAXE857EQAZ
2026-05-10 03:24:06.685904,Weekend Oil - US Crude ($1),IX.D.SUNCL.BMU.IP,BUY,10.0,9473.0,9433.5,-395.0,USD,DIAAAAXE84FF6A4
2026-05-10 03:24:06.977319,Weekend US Tech 100 ($1),IX.D.SUNNAS.BMU.IP,BUY,8.18,29278.7,29251.2,-224.95,USD,DIAAAAXE857EQAZ
2026-05-10 03:24:40.265080,Weekend Oil - US Crude ($1),IX.D.SUNCL.BMU.IP,BUY,10.0,9473.0,9433.5,-395.0,USD,DIAAAAXE84FF6A4
2026-05-10 03:24:40.542022,Weekend US Tech 100 ($1),IX.D.SUNNAS.BMU.IP,BUY,8.18,29278.7,29251.2,-224.95,USD,DIAAAAXE857EQAZ
2026-05-10 03:25:14.116327,Weekend Oil - US Crude ($1),IX.D.SUNCL.BMU.IP,BUY,10.0,9473.0,9433.5,-395.0,USD,DIAAAAXE84FF6A4
2026-05-10 03:25:14.921980,Weekend US Tech 100 ($1),IX.D.SUNNAS.BMU.IP,BUY,8.18,29278.7,29251.2,-224.95,USD,DIAAAAXE857EQAZ
2026-05-10 03:25:48.218905,Weekend Oil - US Crude ($1),IX.D.SUNCL.BMU.IP,BUY,10.0,9473.0,9433.5,-395.0,USD,DIAAAAXE84FF6A4
2026-05-10 03:25:48.489913,Weekend US Tech 100 ($1),IX.D.SUNNAS.BMU.IP,BUY,8.18,29278.7,29251.2,-224.95,USD,DIAAAAXE857EQAZ
2026-05-10 03:26:21.937251,Weekend Oil - US Crude ($1),IX.D.SUNCL.BMU.IP,BUY,10.0,9473.0,9433.5,-395.0,USD,DIAAAAXE84FF6A4
2026-05-10 03:26:22.236787,Weekend US Tech 100 ($1),IX.D.SUNNAS.BMU.IP,BUY,8.18,29278.7,29251.2,-224.95,USD,DIAAAAXE857EQAZ
2026-05-10 03:26:55.597719,Weekend Oil - US Crude ($1),IX.D.SUNCL.BMU.IP,BUY,10.0,9473.0,9433.5,-395.0,USD,DIAAAAXE84FF6A4
2026-05-10 03:26:55.967869,Weekend US Tech 100 ($1),IX.D.SUNNAS.BMU.IP,BUY,8.18,29278.7,29251.2,-224.95,USD,DIAAAAXE857EQAZ
2026-05-10 03:27:30.134777,Weekend Oil - US Crude ($1),IX.D.SUNCL.BMU.IP,BUY,10.0,9473.0,9433.5,-395.0,USD,DIAAAAXE84FF6A4
2026-05-10 03:27:30.928054,Weekend US Tech 100 ($1),IX.D.SUNNAS.BMU.IP,BUY,8.18,29278.7,29251.2,-224.95,USD,DIAAAAXE857EQAZ
2026-05-10 03:28:04.417045,Weekend Oil - US Crude ($1),IX.D.SUNCL.BMU.IP,BUY,10.0,9473.0,9433.5,-395.0,USD,DIAAAAXE84FF6A4
2026-05-10 03:28:04.693012,Weekend US Tech 100 ($1),IX.D.SUNNAS.BMU.IP,BUY,8.18,29278.7,29251.2,-224.95,USD,DIAAAAXE857EQAZ
2026-05-10 03:28:37.968176,Weekend Oil - US Crude ($1),IX.D.SUNCL.BMU.IP,BUY,10.0,9473.0,9433.5,-395.0,USD,DIAAAAXE84FF6A4
2026-05-10 03:28:48.314203,Weekend US Tech 100 ($1),IX.D.SUNNAS.BMU.IP,BUY,8.18,29278.7,29251.2,-224.95,USD,DIAAAAXE857EQAZ
2026-05-10 03:29:23.820162,Weekend Oil - US Crude ($1),IX.D.SUNCL.BMU.IP,BUY,10.0,9473.0,9433.5,-395.0,USD,DIAAAAXE84FF6A4
2026-05-10 03:29:24.105773,Weekend US Tech 100 ($1),IX.D.SUNNAS.BMU.IP,BUY,8.18,29278.7,29251.2,-224.95,USD,DIAAAAXE857EQAZ
2026-05-10 03:29:57.891992,Weekend Oil - US Crude ($1),IX.D.SUNCL.BMU.IP,BUY,10.0,9473.0,9433.5,-395.0,USD,DIAAAAXE84FF6A4
2026-05-10 03:29:58.163942,Weekend US Tech 100 ($1),IX.D.SUNNAS.BMU.IP,BUY,8.18,29278.7,29251.2,-224.95,USD,DIAAAAXE857EQAZ
2026-05-10 03:30:32.019732,Weekend Oil - US Crude ($1),IX.D.SUNCL.BMU.IP,BUY,10.0,9473.0,9433.5,-395.0,USD,DIAAAAXE84FF6A4
2026-05-10 03:30:32.621700,Weekend US Tech 100 ($1),IX.D.SUNNAS.BMU.IP,BUY,8.18,29278.7,29251.2,-224.95,USD,DIAAAAXE857EQAZ
2026-05-10 03:31:05.945086,Weekend Oil - US Crude ($1),IX.D.SUNCL.BMU.IP,BUY,10.0,9473.0,9433.5,-395.0,USD,DIAAAAXE84FF6A4
2026-05-10 03:31:06.231122,Weekend US Tech 100 ($1),IX.D.SUNNAS.BMU.IP,BUY,8.18,29278.7,29251.2,-224.95,USD,DIAAAAXE857EQAZ
2026-05-10 03:31:39.500463,Weekend Oil - US Crude ($1),IX.D.SUNCL.BMU.IP,BUY,10.0,9473.0,9433.5,-395.0,USD,DIAAAAXE84FF6A4
2026-05-10 03:31:39.800906,Weekend US Tech 100 ($1),IX.D.SUNNAS.BMU.IP,BUY,8.18,29278.7,29251.2,-224.95,USD,DIAAAAXE857EQAZ
2026-05-10 03:32:13.186555,Weekend Oil - US Crude ($1),IX.D.SUNCL.BMU.IP,BUY,10.0,9473.0,9433.5,-395.0,USD,DIAAAAXE84FF6A4
2026-05-10 03:32:14.206410,Weekend US Tech 100 ($1),IX.D.SUNNAS.BMU.IP,BUY,8.18,29278.7,29251.2,-224.95,USD,DIAAAAXE857EQAZ
2026-05-10 03:32:47.658459,Weekend Oil - US Crude ($1),IX.D.SUNCL.BMU.IP,BUY,10.0,9473.0,9433.5,-395.0,USD,DIAAAAXE84FF6A4
2026-05-10 03:32:47.935083,Weekend US Tech 100 ($1),IX.D.SUNNAS.BMU.IP,BUY,8.18,29278.7,29251.2,-224.95,USD,DIAAAAXE857EQAZ
2026-05-10 03:33:22.994966,Weekend Oil - US Crude ($1),IX.D.SUNCL.BMU.IP,BUY,10.0,9473.0,9433.5,-395.0,USD,DIAAAAXE84FF6A4
2026-05-10 03:33:23.808179,Weekend US Tech 100 ($1),IX.D.SUNNAS.BMU.IP,BUY,8.18,29278.7,29251.2,-224.95,USD,DIAAAAXE857EQAZ
2026-05-10 03:33:57.081243,Weekend Oil - US Crude ($1),IX.D.SUNCL.BMU.IP,BUY,10.0,9473.0,9433.5,-395.0,USD,DIAAAAXE84FF6A4
2026-05-10 03:33:57.541402,Weekend US Tech 100 ($1),IX.D.SUNNAS.BMU.IP,BUY,8.18,29278.7,29251.2,-224.95,USD,DIAAAAXE857EQAZ
2026-05-10 03:34:30.737630,Weekend Oil - US Crude ($1),IX.D.SUNCL.BMU.IP,BUY,10.0,9473.0,9433.5,-395.0,USD,DIAAAAXE84FF6A4
2026-05-10 03:34:31.021244,Weekend US Tech 100 ($1),IX.D.SUNNAS.BMU.IP,BUY,8.18,29278.7,29251.2,-224.95,USD,DIAAAAXE857EQAZ
2026-05-10 03:35:05.146828,Weekend Oil - US Crude ($1),IX.D.SUNCL.BMU.IP,BUY,10.0,9473.0,9433.5,-395.0,USD,DIAAAAXE84FF6A4
2026-05-10 03:35:05.488212,Weekend US Tech 100 ($1),IX.D.SUNNAS.BMU.IP,BUY,8.18,29278.7,29251.2,-224.95,USD,DIAAAAXE857EQAZ
2026-05-10 03:35:38.955254,Weekend Oil - US Crude ($1),IX.D.SUNCL.BMU.IP,BUY,10.0,9473.0,9433.5,-395.0,USD,DIAAAAXE84FF6A4
2026-05-10 03:35:39.332518,Weekend US Tech 100 ($1),IX.D.SUNNAS.BMU.IP,BUY,8.18,29278.7,29251.2,-224.95,USD,DIAAAAXE857EQAZ
2026-05-10 03:37:07.128961,Weekend Oil - US Crude ($1),IX.D.SUNCL.BMU.IP,BUY,10.0,9473.0,9433.5,-395.0,USD,DIAAAAXE84FF6A4
2026-05-10 03:37:07.417839,Weekend US Tech 100 ($1),IX.D.SUNNAS.BMU.IP,BUY,8.18,29278.7,29251.2,-224.95,USD,DIAAAAXE857EQAZ
2026-05-10 03:37:41.043680,Weekend Oil - US Crude ($1),IX.D.SUNCL.BMU.IP,BUY,10.0,9473.0,9433.5,-395.0,USD,DIAAAAXE84FF6A4
2026-05-10 03:37:41.324171,Weekend US Tech 100 ($1),IX.D.SUNNAS.BMU.IP,BUY,8.18,29278.7,29251.2,-224.95,USD,DIAAAAXE857EQAZ
2026-05-10 03:37:51.861607,Weekend Oil - US Crude ($1),IX.D.SUNCL.BMU.IP,BUY,10.0,9473.0,9433.5,-395.0,USD,DIAAAAXE84FF6A4
2026-05-10 03:37:52.160046,Weekend US Tech 100 ($1),IX.D.SUNNAS.BMU.IP,BUY,8.18,29278.7,29251.2,-224.95,USD,DIAAAAXE857EQAZ
2026-05-10 03:38:26.852436,Weekend Oil - US Crude ($1),IX.D.SUNCL.BMU.IP,BUY,10.0,9473.0,9433.5,-395.0,USD,DIAAAAXE84FF6A4
2026-05-10 03:38:27.199148,Weekend US Tech 100 ($1),IX.D.SUNNAS.BMU.IP,BUY,8.18,29278.7,29251.2,-224.95,USD,DIAAAAXE857EQAZ
2026-05-10 03:39:00.557252,Weekend Oil - US Crude ($1),IX.D.SUNCL.BMU.IP,BUY,10.0,9473.0,9433.5,-395.0,USD,DIAAAAXE84FF6A4
2026-05-10 03:39:01.328745,Weekend US Tech 100 ($1),IX.D.SUNNAS.BMU.IP,BUY,8.18,29278.7,29251.2,-224.95,USD,DIAAAAXE857EQAZ
2026-05-10 03:39:34.751990,Weekend Oil - US Crude ($1),IX.D.SUNCL.BMU.IP,BUY,10.0,9473.0,9433.5,-395.0,USD,DIAAAAXE84FF6A4
2026-05-10 03:39:35.094425,Weekend US Tech 100 ($1),IX.D.SUNNAS.BMU.IP,BUY,8.18,29278.7,29251.2,-224.95,USD,DIAAAAXE857EQAZ
2026-05-10 03:40:09.269772,Weekend Oil - US Crude ($1),IX.D.SUNCL.BMU.IP,BUY,10.0,9473.0,9433.5,-395.0,USD,DIAAAAXE84FF6A4
2026-05-10 03:40:09.575577,Weekend US Tech 100 ($1),IX.D.SUNNAS.BMU.IP,BUY,8.18,29278.7,29251.2,-224.95,USD,DIAAAAXE857EQAZ
2026-05-10 03:40:42.994407,Weekend Oil - US Crude ($1),IX.D.SUNCL.BMU.IP,BUY,10.0,9473.0,9433.5,-395.0,USD,DIAAAAXE84FF6A4
2026-05-10 03:40:43.274444,Weekend US Tech 100 ($1),IX.D.SUNNAS.BMU.IP,BUY,8.18,29278.7,29251.2,-224.95,USD,DIAAAAXE857EQAZ
2026-05-10 03:41:16.700055,Weekend Oil - US Crude ($1),IX.D.SUNCL.BMU.IP,BUY,10.0,9473.0,9433.5,-395.0,USD,DIAAAAXE84FF6A4
2026-05-10 03:41:16.973986,Weekend US Tech 100 ($1),IX.D.SUNNAS.BMU.IP,BUY,8.18,29278.7,29251.2,-224.95,USD,DIAAAAXE857EQAZ
2026-05-10 03:41:50.346412,Weekend Oil - US Crude ($1),IX.D.SUNCL.BMU.IP,BUY,10.0,9473.0,9433.5,-395.0,USD,DIAAAAXE84FF6A4
